@RELATION music_speech
@ATTRIBUTE F1_MEAN NUMERIC
@ATTRIBUTE F2_MEAN NUMERIC
@ATTRIBUTE F3_MEAN NUMERIC
@ATTRIBUTE F4_MEAN NUMERIC
@ATTRIBUTE F5_MEAN NUMERIC
@ATTRIBUTE F6_MEAN NUMERIC
@ATTRIBUTE F7_MEAN NUMERIC
@ATTRIBUTE F8_MEAN NUMERIC
@ATTRIBUTE F9_MEAN NUMERIC
@ATTRIBUTE F10_MEAN NUMERIC
@ATTRIBUTE F11_MEAN NUMERIC
@ATTRIBUTE F12_MEAN NUMERIC
@ATTRIBUTE F13_MEAN NUMERIC
@ATTRIBUTE F14_MEAN NUMERIC
@ATTRIBUTE F15_MEAN NUMERIC
@ATTRIBUTE F16_MEAN NUMERIC
@ATTRIBUTE F17_MEAN NUMERIC
@ATTRIBUTE F18_MEAN NUMERIC
@ATTRIBUTE F19_MEAN NUMERIC
@ATTRIBUTE F20_MEAN NUMERIC
@ATTRIBUTE F21_MEAN NUMERIC
@ATTRIBUTE F22_MEAN NUMERIC
@ATTRIBUTE F23_MEAN NUMERIC
@ATTRIBUTE F24_MEAN NUMERIC
@ATTRIBUTE F25_MEAN NUMERIC
@ATTRIBUTE F26_MEAN NUMERIC
@ATTRIBUTE F1_STD NUMERIC
@ATTRIBUTE F2_STD NUMERIC
@ATTRIBUTE F3_STD NUMERIC
@ATTRIBUTE F4_STD NUMERIC
@ATTRIBUTE F5_STD NUMERIC
@ATTRIBUTE F6_STD NUMERIC
@ATTRIBUTE F7_STD NUMERIC
@ATTRIBUTE F8_STD NUMERIC
@ATTRIBUTE F9_STD NUMERIC
@ATTRIBUTE F10_STD NUMERIC
@ATTRIBUTE F11_STD NUMERIC
@ATTRIBUTE F12_STD NUMERIC
@ATTRIBUTE F13_STD NUMERIC
@ATTRIBUTE F14_STD NUMERIC
@ATTRIBUTE F15_STD NUMERIC
@ATTRIBUTE F16_STD NUMERIC
@ATTRIBUTE F17_STD NUMERIC
@ATTRIBUTE F18_STD NUMERIC
@ATTRIBUTE F19_STD NUMERIC
@ATTRIBUTE F20_STD NUMERIC
@ATTRIBUTE F21_STD NUMERIC
@ATTRIBUTE F22_STD NUMERIC
@ATTRIBUTE F23_STD NUMERIC
@ATTRIBUTE F24_STD NUMERIC
@ATTRIBUTE F25_STD NUMERIC
@ATTRIBUTE F26_STD NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
30.424972,-10.972941,-15.667963,-3.555427,0.515131,-5.313787,-3.159530,-1.350141,-1.431972,1.115733,0.746122,0.621455,-0.375226,0.035053,1.612719,1.665345,1.524175,0.134107,0.324831,-0.067743,-0.078343,0.246785,0.178242,0.007679,0.148951,0.331548,9.555943,2.262113,2.990848,1.576115,1.367893,2.106804,1.488096,1.614159,1.714162,1.549555,1.681904,1.527825,1.655752,1.661906,1.688212,1.424014,1.621343,1.725680,1.034043,1.162503,0.810328,1.037235,0.820254,1.064321,0.762636,0.891218,music
-0.068741,-5.879692,-4.763356,-0.071001,-2.018457,-0.365441,-0.905663,-0.490592,-0.842046,-0.440690,-0.237723,0.285452,-0.312104,0.014281,-0.143636,0.149794,-0.008514,0.016648,-0.116838,-0.005800,-0.089717,-0.137110,-0.096360,0.012759,-0.058793,0.120886,12.737906,4.023055,3.025623,1.248666,1.039429,0.975367,0.880164,0.855435,0.777448,0.862642,0.825311,0.867155,0.835496,0.765789,0.782166,0.792368,0.696138,0.668739,0.637228,0.702441,0.602032,0.668457,0.570526,0.485445,0.477717,0.543604,music
10.951469,-4.939270,-2.446726,-1.140376,-2.881860,-3.307354,-2.687315,-1.950989,-1.502022,-0.638758,-1.116425,-0.517876,-0.871822,0.163216,-0.169949,-0.249098,-0.913766,-0.595175,-0.205163,0.007729,-0.582616,-0.177388,-0.015254,-0.131360,-0.090101,0.006575,24.832474,8.363418,6.057430,2.256944,1.866852,1.572113,1.391648,1.311785,1.511849,1.434943,1.526106,1.483741,1.239300,1.423882,1.086845,1.069331,1.018194,1.181978,0.938513,1.145498,0.971130,0.717784,0.693399,0.629186,0.646946,0.649408,music
27.655835,-6.539794,-0.720266,2.752180,-0.047504,-1.226685,0.467848,-1.197940,-0.492780,1.664180,-0.307519,1.601848,-0.209552,0.309435,0.539854,0.219659,-0.393945,-0.760604,-0.972755,0.365735,0.611059,0.203533,-0.054115,-0.115559,-0.151211,0.775896,23.197472,2.861285,5.383625,2.456517,1.831803,1.450332,1.386560,1.386378,1.270539,1.242378,1.429251,1.715881,1.229662,1.111587,1.032133,1.065200,1.367828,1.298546,1.219158,0.970470,1.325129,1.127761,0.902916,0.843952,0.864321,1.002846,music
26.326826,-5.119968,-1.795476,1.165063,-1.868750,-0.886197,-0.916490,-1.048625,-1.137343,0.083399,-0.598266,1.398299,-0.027976,0.247537,0.626763,0.965065,0.261057,-0.161843,-0.711708,0.026193,-0.179232,0.138811,0.335312,0.455496,-0.532391,-0.038772,13.222777,3.907172,5.273456,2.468571,1.562366,1.552577,1.530752,1.319163,1.347645,1.420782,1.246360,1.147413,1.111066,1.197642,1.941775,1.737693,1.195688,1.294405,2.058455,1.918276,1.251637,1.163709,1.254741,0.880618,1.001776,1.121723,music
6.112064,-2.483859,-3.946912,-1.399455,-0.637784,0.814006,-0.677873,0.161889,-1.528835,0.423632,-1.315004,0.852622,0.585869,0.266530,-0.233618,-0.264388,0.054136,-1.850605,0.481396,-0.604171,0.000909,-0.521223,0.145531,0.232929,0.726639,0.245989,11.263164,5.874110,3.714302,2.017543,1.697210,1.631673,1.514553,1.325548,2.019297,1.719590,1.305715,1.204702,1.169761,1.150680,1.201916,1.071646,1.181648,1.320668,1.105344,1.072466,0.986401,0.925991,0.824537,0.711424,0.675466,0.774827,music
-5.165613,-3.238327,-4.296619,-3.431412,-0.682250,-1.549470,-2.998670,-1.751267,-1.888903,-0.953435,-0.363394,0.221137,-0.272614,0.683486,0.535506,0.211541,-0.026537,0.308513,-0.036874,-0.379313,-0.308183,-0.283400,-0.324081,-0.250368,-0.129849,-0.069280,24.463222,4.724340,4.854963,2.657386,1.926838,1.492032,1.959118,1.485160,1.181342,1.216156,0.960241,0.907303,1.280696,1.219661,1.112793,1.017752,1.298870,1.555394,1.370862,1.040527,1.154404,1.075735,0.872672,0.644316,0.586730,0.756264,music
27.813159,-6.309842,0.437276,-0.802947,-2.314194,-1.604806,-0.976799,-0.050967,-0.020009,0.226239,-0.495751,0.319102,-0.020128,0.650927,0.119172,0.269370,-0.141091,-0.070980,-0.154952,-0.078596,-0.276928,-0.278831,-0.225917,-0.047172,-0.149068,-0.102236,11.696298,3.418953,1.742209,1.459745,1.412962,1.138642,0.992047,0.953784,1.014201,1.008341,0.902349,0.764682,0.942857,0.921105,0.874946,0.734382,0.686770,0.597404,0.639817,0.511261,0.529191,0.583564,0.516216,0.537046,0.483974,0.422798,music
39.667476,-14.371638,2.968228,1.447969,-0.520799,1.743284,0.044612,1.073064,0.341438,2.008117,1.240196,1.338180,0.785632,0.652164,0.123819,-0.189278,-0.787103,-0.847738,0.070105,0.591012,-0.296164,-0.085794,-0.341068,-0.640292,0.239580,-0.465263,11.514811,4.829277,4.024833,2.983704,2.360419,2.290949,1.917216,1.548741,1.442810,1.499938,1.405267,1.209914,1.101768,1.186095,1.106772,1.245314,1.305706,1.184016,1.138804,1.144698,0.884769,0.866298,0.707753,0.714516,0.927628,0.734981,music
43.761991,-11.121286,-2.006895,-1.627992,2.562929,1.097892,-2.583260,0.091222,0.110702,0.647899,-0.688333,-1.379686,-0.414982,-0.381625,-0.658776,-0.190704,-0.428540,-0.176126,-0.373269,-0.048897,0.152834,-0.473537,0.120817,-0.299959,-0.370873,0.260012,11.094467,3.656928,1.979867,1.636630,1.628034,1.309363,1.380949,1.099937,1.137578,0.994271,0.925341,1.029190,1.087652,0.746135,0.736326,0.750570,0.699560,0.771282,0.655939,0.691406,0.643980,0.654902,0.773054,0.728763,0.803115,0.701450,music
16.282684,-0.109667,-8.493806,-2.418764,-2.237352,-5.923020,-0.988754,0.095972,-3.112506,-1.631687,0.562508,-0.810071,-0.317423,0.682264,0.357457,-0.408399,-0.239713,0.279189,-0.267466,0.289895,0.076450,0.286555,0.343134,0.085041,-0.233805,0.274404,11.769851,3.621054,4.048532,2.088226,2.190551,2.042706,2.225419,2.353552,1.648508,1.536444,1.866826,1.556753,1.226467,1.298116,1.510390,1.533643,1.467109,1.317001,1.393724,1.464775,1.364760,0.976193,0.972777,0.828236,0.956023,1.052335,music
14.658959,-8.781030,-7.560265,0.158953,2.528188,-2.427405,-2.527227,1.319048,1.515607,0.741182,0.434839,2.276308,1.476497,1.512397,2.032393,1.686651,0.778763,-0.120794,-0.368982,0.565414,0.383708,-0.124705,-0.216745,0.388967,0.115508,0.186937,9.080230,2.552123,4.302813,1.931228,2.552874,3.356858,2.288757,1.886492,1.486661,1.268205,1.111987,1.282356,1.324517,1.124568,1.068869,1.127702,0.860476,1.212677,0.999635,0.816790,0.669834,0.780839,0.690139,0.751035,0.609610,0.601642,music
30.044387,-1.629250,-5.752092,0.624685,-1.636604,0.495042,-0.058325,0.182577,-0.036762,-0.444623,-0.818655,-0.639821,-0.437681,-0.109818,-0.128146,0.493387,-0.042155,-0.005948,-0.197552,0.069983,-0.183929,-0.126130,-0.120038,-0.103320,-0.248957,-0.125672,9.774523,4.477402,2.735739,2.684279,1.986888,1.331702,1.729971,1.140508,1.288485,1.149583,1.331468,1.075237,1.271688,1.123064,1.102372,1.240799,1.033732,0.951076,0.943794,0.870242,0.943965,0.832950,0.855737,0.753915,0.813458,0.846237,music
38.901183,-12.588787,-1.753754,-0.909905,-2.351143,-0.249778,0.574264,1.394971,0.862157,0.878001,0.247990,0.483363,0.132774,0.012598,-0.269993,0.490282,0.035500,-0.351411,-0.328242,0.152758,-0.570531,-0.497295,-0.299974,0.043643,0.287681,-0.237421,8.862527,4.861023,2.622086,1.941940,1.612155,1.343213,1.482806,1.115098,1.037360,1.180165,0.997784,1.005901,1.237189,0.967787,1.004201,1.049435,0.621270,0.827241,0.592281,0.812266,0.740256,0.628619,0.661435,0.714596,0.533611,0.622634,music
36.775387,-12.879346,-4.434865,3.127844,3.096920,0.298968,-0.698523,0.247766,-0.652407,-0.910753,-0.078882,-0.343784,-0.785568,-0.137999,-0.124501,0.321321,0.407951,0.566927,-0.018094,0.448341,-0.213837,-0.076105,0.031603,-0.198660,-0.338346,-0.043333,12.368056,5.173432,3.152061,2.691428,2.354878,1.592059,1.584944,1.697839,1.336535,1.353132,1.133272,1.043240,1.014799,0.991114,0.898482,0.822230,0.916425,0.853154,0.813372,0.758699,0.730773,0.794498,0.680912,0.655576,0.784655,0.702531,music
27.024268,-9.068870,-1.546896,0.002972,-1.500610,-0.495984,-1.088214,-0.158422,-0.588257,-0.674377,0.152908,-0.686075,-0.802998,-0.655727,-1.143586,0.048234,-0.626153,-0.029625,-0.663674,-0.126333,-0.149988,0.060171,-0.270423,-0.341614,-0.392038,0.173563,8.752940,4.426296,3.012468,1.521764,1.569587,1.507526,1.103498,1.044073,0.997764,0.997984,0.987132,0.973301,0.999234,0.862142,0.713880,0.883314,0.699480,0.873047,0.715725,0.560292,0.603454,0.552725,0.609826,0.491622,0.540157,0.470115,music
33.105283,-12.266260,-8.751937,-1.193557,3.142775,2.125289,-1.474315,0.120706,-0.237406,-0.300831,-0.149999,-0.511311,-0.029360,-0.341738,0.347752,-0.255859,-0.174316,0.267402,-0.095956,0.139217,-0.088102,0.244374,-0.046885,-0.070796,-0.267829,0.094094,6.490675,3.572111,2.885636,1.831894,1.679941,1.655952,1.124184,1.232534,0.955340,0.988522,0.868247,0.818924,0.801871,0.714569,0.781962,0.729765,0.709791,0.721640,0.661055,0.746843,0.747014,0.658597,0.607586,0.598869,0.632671,0.531366,music
18.531421,-5.542420,-0.485781,-1.520739,-0.533326,-1.272678,-0.135318,0.182540,0.270014,-0.066248,-0.639283,0.039946,0.361965,0.541011,0.751963,1.209107,1.066385,0.350705,-0.796960,-0.854049,-0.730516,0.031570,0.078996,0.252131,0.022154,0.058211,12.642393,4.588589,4.206929,1.796825,1.468698,1.793842,1.312517,1.359935,1.200960,1.555761,1.735587,1.254527,1.000886,0.988401,1.204739,1.162239,1.110961,1.082339,1.261616,1.226858,0.903413,1.023537,1.229888,0.777797,0.984818,0.735282,music
28.914567,-11.952424,-1.874758,2.007358,0.122648,-0.309966,0.306755,0.977890,0.144658,0.472299,1.323236,0.457928,-0.308481,-0.466370,-0.144301,-0.245728,-0.548477,-1.136833,-0.848941,-0.194076,-0.482136,0.051311,0.240714,-0.164406,-0.023265,-0.386196,9.279654,3.464997,2.713870,1.897142,1.550759,1.415850,1.299111,1.419025,1.684011,1.336536,1.222850,1.380461,1.370214,1.128015,1.433222,1.482652,1.136359,1.167533,1.210681,1.162056,1.001110,0.853838,0.860120,0.670426,0.920954,0.953663,music
38.133579,-7.927911,-5.015830,-1.531396,1.734588,-0.149078,-1.582186,0.074812,0.320080,0.527687,0.113705,0.189458,0.332479,0.012111,-0.226076,-0.086940,-0.114064,-0.656781,-0.884003,-0.532867,-0.793089,-0.388944,-0.178002,0.189456,0.020846,-0.053527,9.806415,3.714307,2.471180,1.424331,1.675633,1.233769,1.478564,1.105215,0.955401,0.938644,1.023105,0.881810,0.863411,0.830367,0.892011,0.938334,0.794676,0.644176,0.869249,0.771532,0.644610,0.598906,0.515113,0.469425,0.551436,0.549476,music
26.401445,-7.093000,-2.132873,-0.692362,-4.391012,-1.286872,-3.748568,-1.295749,-1.911890,-0.424648,-1.262116,-0.196615,-0.643507,-0.129448,0.203652,-0.177113,0.277894,0.316980,-0.962876,-0.244530,-0.468267,-0.684673,-0.278095,0.277172,0.188821,0.099641,13.185687,7.043533,4.194443,2.061660,1.934233,1.284016,1.236283,1.200966,1.302781,0.940955,1.027531,1.099966,1.180284,0.971502,1.173075,1.127915,0.983928,0.845641,0.856815,0.758579,0.899525,0.758578,0.808808,0.605107,0.762255,0.795901,music
13.376008,1.927253,-9.961672,-1.962290,-2.783031,-2.871893,-0.962155,-0.851599,-0.918766,-0.821882,-1.997313,-1.340857,-0.404791,0.772995,0.177729,-0.483956,-0.812537,-0.662875,-0.235163,-0.017548,-0.198486,0.395228,0.161373,-0.025340,-0.206797,-0.284253,9.053562,3.430723,2.230098,1.888803,1.494232,1.504761,1.548007,1.274638,1.342321,1.393366,1.556529,1.861214,1.790740,1.495037,1.408361,1.275380,1.268400,1.165616,1.063902,1.042833,0.987324,1.099075,0.782435,0.781205,0.848381,0.775058,music
14.620710,-1.633206,-3.617949,-1.610454,-1.869937,-1.234524,-1.268982,-1.313367,-1.103442,0.290910,-0.086745,0.365612,0.099819,-0.266611,-0.493862,0.046046,-0.334321,0.117871,0.327596,-0.048134,-0.092026,0.249857,-0.213552,-0.025293,-0.041808,-0.277601,28.503751,6.454216,3.012234,1.393059,1.116698,1.196310,1.221995,1.342325,1.145797,1.237099,1.079358,0.993225,1.009376,1.090538,1.238632,1.005542,0.885874,0.925687,1.169956,0.692339,0.768143,0.779167,0.649841,0.532177,0.594739,0.733738,music
-16.748712,-10.085364,1.479456,0.714951,1.171969,-0.061428,-0.728359,-0.665386,-0.886965,0.384577,-0.135019,-0.042038,0.651072,0.247474,0.452752,0.595842,-0.158713,-0.166998,-0.058652,0.194509,-0.363359,0.023083,0.068369,-0.040707,-0.023488,0.070226,21.569162,7.578124,4.301078,3.204735,2.816384,2.377264,1.988296,1.696331,1.636554,1.270139,1.230765,1.199668,1.037525,0.989120,0.987724,0.964440,0.778582,0.731173,0.662361,0.639901,0.633463,0.601993,0.522187,0.499313,0.485776,0.457075,speech
10.076268,-8.636965,-2.797210,-0.932518,-1.050264,-2.897306,-1.223730,-0.816073,-2.202447,-0.014366,-0.186949,-0.948954,0.391555,-0.123499,-0.262683,0.375305,-0.559963,-0.501083,-0.408179,0.032469,-0.540068,-0.261715,-0.094531,-0.065358,-0.090547,-0.015968,19.963658,6.217873,4.020566,3.726340,3.220199,2.978566,2.123537,1.911917,2.026447,1.253082,1.315056,1.385879,1.467666,1.039744,1.235536,0.916081,0.840947,0.828998,0.746909,0.732922,0.754715,0.643791,0.623803,0.590606,0.554794,0.485682,speech
11.052985,-12.958705,-4.331819,-0.811299,0.792976,-1.364736,-1.951936,-0.360668,-0.206721,2.144453,-0.143438,0.246262,1.408268,0.395014,0.727969,1.037084,0.189468,0.651139,0.132243,-0.114570,0.009591,0.252521,-0.310497,0.279249,0.029759,-0.003273,13.229289,7.272125,5.640546,3.810457,2.295986,3.330069,2.722162,1.984278,1.835809,1.649570,1.411690,1.200517,1.328494,1.234043,1.037029,0.916045,0.910235,0.839550,0.794542,0.850800,0.783966,0.783976,0.879985,0.823714,0.751624,0.581656,speech
3.952830,-14.372481,-3.126746,-2.060861,-1.899656,-1.199122,-2.902097,-2.205238,-0.583788,-0.308451,-0.997736,0.121966,-0.526262,0.160840,0.105886,0.186297,-0.111617,0.017278,-0.368592,-0.291414,-0.381043,-0.134576,-0.421746,-0.176264,-0.311481,-0.042516,11.265449,5.174727,3.538616,2.880263,2.151894,2.176868,2.220163,1.467682,1.394994,1.140547,1.007695,1.175367,1.035787,0.875184,0.856019,0.980626,0.768875,0.810857,0.728793,0.700852,0.639941,0.637060,0.650960,0.581589,0.544933,0.482212,speech
8.129169,-14.271577,-2.466719,-1.134787,0.342215,-1.450899,-2.379211,-0.640342,-1.021871,-0.120308,-0.204321,0.280229,-0.146513,0.222908,0.630059,0.958113,0.227239,0.560345,0.208062,0.141172,0.115597,0.211433,-0.138889,0.007905,-0.050228,0.017939,16.536339,7.013085,3.725232,2.573586,2.358868,3.061630,2.456752,1.561837,1.486404,1.400217,1.436327,1.106706,0.964582,1.114388,1.132031,0.877008,0.760644,0.765709,0.700259,0.631404,0.612185,0.537794,0.499284,0.480511,0.465765,0.442261,speech
-15.732950,-4.998272,-7.913242,-1.616399,2.208546,-2.225830,-2.986797,1.227407,-0.574927,-0.977405,0.246738,-0.628689,-0.669527,0.525187,-0.234832,-0.034284,0.070145,-0.202514,-0.219158,0.141583,-0.083898,-0.149334,0.172593,-0.046169,-0.170525,0.158610,22.831157,8.623489,5.291557,3.981351,3.604119,3.187173,2.853391,2.000635,2.017540,2.064120,1.522535,1.445875,1.410881,1.421742,1.148713,1.153159,1.214664,1.147100,1.104869,1.168332,1.095378,1.037144,0.936644,0.913228,0.857938,0.643567,speech
7.314181,-6.524828,-8.171553,-1.151307,2.694093,-1.095525,-2.018677,0.704865,-0.513541,-0.357756,0.506480,0.490398,0.027661,0.491028,0.198417,0.604057,0.139387,-0.451750,-0.221878,0.151435,-0.321282,-0.147374,0.116847,-0.075658,-0.071612,0.156132,26.570307,6.681224,6.317413,3.793307,3.894589,3.295929,2.969403,2.347726,1.992674,1.936705,1.888538,1.498214,1.419572,1.214945,1.264498,1.080361,1.077165,1.054853,0.979848,0.947111,0.859354,0.871878,0.871337,0.920688,0.805590,0.636322,speech
13.063404,-10.169024,-3.159723,-2.496844,0.700659,-1.688570,-1.678535,0.211483,-0.904036,0.852888,1.289620,0.913283,0.419782,0.611510,0.549300,1.195488,-0.218763,-0.102196,0.307527,0.347716,-0.094870,0.271349,0.260775,0.273212,-0.012509,0.301315,17.154268,6.956582,4.484600,2.683130,2.629239,3.600071,2.158555,1.842548,1.810329,1.662968,1.744699,1.252615,1.272910,1.215843,1.176455,0.855975,0.922171,0.937889,0.760513,0.622071,0.560615,0.507854,0.523656,0.458305,0.483110,0.496656,speech
14.741353,-14.877381,-3.997988,-2.588638,-0.817913,-2.598840,-1.815984,-0.630565,-1.432032,0.558076,-0.548079,-0.198168,-0.327605,0.159402,0.329326,0.676392,-0.262972,0.046075,0.029057,-0.214462,-0.201759,0.117899,-0.149322,-0.010339,-0.142122,0.090330,24.410246,7.118540,4.341310,3.494570,3.056875,3.571712,2.258540,2.015892,1.963024,1.575178,1.857938,1.203989,1.397660,1.174404,1.070804,0.959566,0.945445,0.958850,0.790563,0.757883,0.664106,0.698297,0.571022,0.487257,0.510758,0.460734,speech
24.120186,-14.564139,-10.499731,-2.393299,-0.894777,-4.336373,-3.837070,-2.437685,-0.673289,0.355344,-0.667137,0.930934,0.963974,0.252037,1.635588,0.196593,0.219437,-0.721679,0.177531,0.067233,0.016111,0.339676,0.255313,0.296446,0.302869,0.191272,13.890630,3.865796,3.876305,2.344391,2.461038,3.042451,2.358717,1.874159,1.823842,1.550986,1.222988,1.184987,1.276616,1.159919,1.227512,1.156087,0.956235,0.954973,1.006996,0.832313,0.788886,0.852441,0.823621,0.743296,0.767433,0.609073,speech
25.906459,-15.369625,-10.685882,-2.358977,-0.196576,-4.928567,-4.366794,-2.124809,-1.205809,0.267363,-0.639827,1.163314,1.186964,0.080020,1.974935,0.293815,0.504192,-0.887740,0.262459,-0.191965,-0.169920,0.135610,0.137175,0.157914,0.392284,0.050394,10.411429,4.279944,3.053025,2.599935,2.168791,2.414231,2.324874,1.911656,1.416981,1.384450,1.208926,1.167667,1.279349,1.090977,1.019705,1.064703,0.956857,0.803199,0.868853,0.817972,0.767099,0.689889,0.681284,0.668685,0.617191,0.518967,speech
-1.172860,-14.477938,-0.950363,-1.686021,-1.745189,-1.227501,-2.186336,-1.303677,-1.485591,-0.188482,-0.704539,-0.362979,-0.184466,0.162009,0.082885,0.838180,0.009486,-0.103366,-0.283808,0.071276,-0.085400,0.064372,-0.000011,0.066565,-0.111899,0.251679,11.025149,4.324473,2.714564,2.258000,2.052860,1.965468,1.663639,1.449491,1.211208,1.103443,1.071480,1.049698,0.953587,0.944344,0.889075,0.799077,0.782761,0.780788,0.647885,0.593524,0.602016,0.547826,0.470332,0.445046,0.443083,0.409890,speech
12.909915,-15.460538,-2.322722,-1.006783,-2.777683,-1.595692,-4.548710,-1.209883,-0.696067,-0.314071,-0.112266,-0.703106,-0.465684,0.139598,0.689360,0.267746,-0.409630,0.230015,0.053700,-0.281680,-0.205120,0.282058,0.077213,0.055766,0.052653,0.017002,13.667429,7.495937,4.741547,3.626224,2.821150,2.698679,2.646240,1.927852,1.526912,1.481756,1.334184,1.267557,1.281382,1.188741,0.980054,0.968587,1.083456,1.020768,1.009399,1.007351,0.985927,0.986487,0.881491,0.909266,0.877527,0.602756,speech
7.099739,-14.074151,-2.776264,-1.513023,-1.831814,-1.636493,-3.288144,-1.276338,-0.513051,-0.292521,-0.339054,-0.283402,-0.672607,-0.119022,0.789746,0.243977,-0.412825,0.585039,-0.004561,-0.235822,-0.157179,0.360329,0.089062,0.105045,0.089566,0.065260,12.774814,6.146955,3.741589,3.226139,2.269691,2.554363,2.500439,1.613526,1.483781,1.372673,1.297265,1.054794,1.152799,1.249277,0.880107,0.905449,0.876466,0.903866,0.865416,0.962604,0.967688,0.883496,0.779111,0.877218,0.829174,0.544394,speech
3.329888,-11.085500,-3.909524,3.324038,0.349953,-1.386463,-0.184898,-0.130544,0.235295,0.191783,0.068521,0.046254,-0.049119,-0.140902,-1.219734,0.311950,-0.814346,-1.231846,-0.059952,0.032707,-0.425104,-0.118017,0.066336,-0.183980,0.056953,-0.144970,23.996499,7.856780,5.301475,3.770194,3.429153,3.293054,3.068272,2.843683,2.103499,2.101337,1.899834,1.423082,1.722664,1.393750,1.397671,1.365811,1.176810,1.142101,1.033656,0.992499,1.027814,0.882377,0.873252,0.836714,0.759399,0.654426,speech
25.591817,-13.844928,-3.809990,3.231009,1.149454,-0.231687,-0.841930,-0.874289,-0.351018,0.095690,0.253764,0.037881,-0.174444,-0.017110,-1.118951,0.204444,-0.745180,-0.944228,-0.298759,-0.139076,-0.397831,-0.281177,-0.076520,-0.152315,-0.015509,-0.128752,20.866271,8.676303,4.956841,3.794842,3.781382,3.027692,2.630576,2.934483,2.276143,1.989925,1.712012,1.575158,1.558623,1.315645,1.283471,1.154162,1.124861,1.110190,1.011252,0.978365,0.934113,0.906384,0.861875,0.764496,0.741863,0.575620,speech
19.225712,-11.595005,-5.208209,2.261417,0.228231,-1.074539,-0.888385,-0.776965,-0.503239,-0.084626,-0.055508,0.191893,-0.250824,0.008776,-0.464787,0.691311,-0.463822,-0.627942,0.115551,-0.122862,-0.291474,-0.110227,0.010793,-0.095752,0.066689,-0.096314,21.048636,8.883951,5.781008,4.020073,3.529726,3.546311,2.973223,2.867123,2.315081,2.299596,1.941824,1.687200,1.956244,1.840379,1.628612,1.786476,1.612576,1.400637,1.466790,1.543632,1.352423,1.158611,0.928255,0.895484,0.923017,0.815503,speech
-15.554304,-13.810195,-0.658768,1.549234,2.421542,-0.918804,-3.490381,2.130906,-1.220664,0.008991,0.677351,0.407202,-0.664721,0.355839,-0.286768,0.046236,-0.591846,-0.539168,-0.720063,-0.167131,-0.172590,-0.380920,-0.079630,-0.010595,-0.159665,-0.007469,25.227061,10.584279,5.125470,4.062124,3.872935,3.576629,3.474409,2.430272,2.692296,2.253828,1.908515,1.609630,1.505013,1.696235,1.434430,1.206512,1.139416,0.956440,0.976983,0.898805,0.802821,0.839205,0.818867,0.818742,0.697884,0.587071,speech
5.704937,-14.613842,-3.341864,-3.357272,-1.346968,-2.125510,-2.536782,-1.297014,-1.695643,-0.007581,-0.460326,0.044723,-0.072416,0.413194,0.099295,0.735607,0.082332,0.084755,0.007979,0.186661,-0.248849,-0.026015,-0.088994,0.018707,-0.176750,0.066072,15.157983,5.266169,3.816936,2.173236,2.239257,2.649098,1.934454,1.483363,1.750251,1.353277,1.316410,1.113538,1.148331,1.117929,1.215951,0.858790,0.855558,0.917382,0.732787,0.659306,0.628775,0.550347,0.562667,0.563312,0.510994,0.422463,speech
-3.860857,-14.406183,-1.170117,-2.780329,-1.603926,-0.790687,-1.385767,-0.622657,-0.895794,-0.630381,-0.920885,0.308079,0.024873,-0.077866,0.253620,0.994187,0.062321,0.040416,-0.086229,0.205703,-0.118253,0.088562,-0.120663,0.147489,-0.135475,0.106665,9.748969,3.848406,2.403933,1.557663,1.496224,1.647542,1.567778,1.324595,1.134391,1.042672,0.930893,1.040222,0.840130,0.938780,0.822826,0.762662,0.625107,0.653202,0.542849,0.576464,0.457746,0.440007,0.420130,0.381814,0.410582,0.382670,speech
0.266830,-4.346912,-6.893170,0.141142,2.341043,-3.742195,-3.605325,1.825472,-0.256409,-0.484186,0.939688,0.352262,-0.094214,1.029311,0.061755,0.023463,0.140052,-0.297159,-0.457355,0.255875,0.004599,-0.146893,0.270415,0.173712,-0.057072,0.165950,20.268207,6.139420,5.716522,4.097520,4.030251,3.678590,3.204920,2.271099,1.976303,1.947531,1.396326,1.214890,1.145481,1.100762,0.936352,0.894700,0.883018,0.855696,0.881532,0.935320,0.877565,0.948874,1.015959,1.040186,0.991930,0.682507,speech
-18.271892,-7.869616,-2.920688,-0.144089,0.884569,-4.248040,-0.813776,-1.046489,-1.197761,-0.873610,-0.649075,-0.192866,-1.034651,-0.522060,-0.067936,0.454727,-0.614642,-0.407529,-0.302804,-0.462543,-0.301145,0.042955,-0.013160,-0.213265,-0.055037,-0.169799,25.458622,10.394410,6.028650,3.766090,3.051837,3.358220,2.373816,2.353825,2.336985,2.022549,1.484134,1.372467,1.311079,1.330597,1.333870,1.209072,1.100114,0.947911,0.915692,0.865092,0.799854,0.763107,0.677476,0.612929,0.564858,0.432841,speech
