@RELATION music_speech
@ATTRIBUTE F1_MEAN NUMERIC
@ATTRIBUTE F2_MEAN NUMERIC
@ATTRIBUTE F3_MEAN NUMERIC
@ATTRIBUTE F4_MEAN NUMERIC
@ATTRIBUTE F5_MEAN NUMERIC
@ATTRIBUTE F6_MEAN NUMERIC
@ATTRIBUTE F7_MEAN NUMERIC
@ATTRIBUTE F8_MEAN NUMERIC
@ATTRIBUTE F9_MEAN NUMERIC
@ATTRIBUTE F10_MEAN NUMERIC
@ATTRIBUTE F11_MEAN NUMERIC
@ATTRIBUTE F12_MEAN NUMERIC
@ATTRIBUTE F13_MEAN NUMERIC
@ATTRIBUTE F14_MEAN NUMERIC
@ATTRIBUTE F15_MEAN NUMERIC
@ATTRIBUTE F16_STD NUMERIC
@ATTRIBUTE F17_STD NUMERIC
@ATTRIBUTE F18_MEAN NUMERIC
@ATTRIBUTE F19_MEAN NUMERIC
@ATTRIBUTE F20_MEAN NUMERIC
@ATTRIBUTE F21_MEAN NUMERIC
@ATTRIBUTE F22_MEAN NUMERIC
@ATTRIBUTE F23_MEAN NUMERIC
@ATTRIBUTE F24_MEAN NUMERIC
@ATTRIBUTE F25_MEAN NUMERIC
@ATTRIBUTE F26_MEAN NUMERIC
@ATTRIBUTE F1_STD NUMERIC
@ATTRIBUTE F2_STD NUMERIC
@ATTRIBUTE F3_STD NUMERIC
@ATTRIBUTE F4_STD NUMERIC
@ATTRIBUTE F5_STD NUMERIC
@ATTRIBUTE F6_STD NUMERIC
@ATTRIBUTE F7_STD NUMERIC
@ATTRIBUTE F8_STD NUMERIC
@ATTRIBUTE F9_STD NUMERIC
@ATTRIBUTE F10_STD NUMERIC
@ATTRIBUTE F11_STD NUMERIC
@ATTRIBUTE F12_STD NUMERIC
@ATTRIBUTE F13_STD NUMERIC
@ATTRIBUTE F14_STD NUMERIC
@ATTRIBUTE F15_STD NUMERIC
@ATTRIBUTE F16_STD NUMERIC
@ATTRIBUTE F17_STD NUMERIC
@ATTRIBUTE F18_MEAN NUMERIC
@ATTRIBUTE F19_MEAN NUMERIC
@ATTRIBUTE F20_MEAN NUMERIC
@ATTRIBUTE F21_MEAN NUMERIC
@ATTRIBUTE F22_MEAN NUMERIC
@ATTRIBUTE F23_MEAN NUMERIC
@ATTRIBUTE F24_MEAN NUMERIC
@ATTRIBUTE F25_MEAN NUMERIC
@ATTRIBUTE F26_MEAN NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
30.411269,-10.956580,-15.658760,-3.572482,0.504343,-5.314134,-3.186954,-1.345898,-1.400002,1.138726,0.768324,0.643879,-0.400755,-0.013747,1.572163,1.638461,1.523204,0.172333,0.378724,-0.023463,-0.060128,0.236633,0.148034,-0.040202,0.106701,0.314840,9.554308,2.259076,2.981447,1.577770,1.369692,2.100693,1.474375,1.598983,1.709379,1.558692,1.705590,1.530510,1.644283,1.698825,1.703596,1.407451,1.609124,1.722905,1.035139,1.111932,0.808413,1.046309,0.808099,1.099783,0.789242,0.895548,music
-0.072932,-5.866914,-4.758226,-0.072076,-2.032137,-0.372690,-0.911801,-0.480463,-0.838465,-0.450313,-0.242212,0.300686,-0.308205,0.013731,-0.143870,0.156485,-0.013152,0.009372,-0.129098,-0.010669,-0.082307,-0.125226,-0.092219,0.005117,-0.058010,0.129203,12.732777,4.030542,3.025018,1.250117,1.042684,0.977501,0.879780,0.851412,0.774363,0.869784,0.834110,0.871766,0.837894,0.774318,0.779105,0.788110,0.703202,0.676717,0.636185,0.684252,0.603785,0.665100,0.569729,0.500339,0.492958,0.561211,music
10.892546,-4.962260,-2.439672,-1.113861,-2.855654,-3.277315,-2.682737,-1.962622,-1.528143,-0.663825,-1.129393,-0.510097,-0.860572,0.173962,-0.165805,-0.233621,-0.891050,-0.590546,-0.230555,-0.021620,-0.604493,-0.196616,-0.012322,-0.099306,-0.041655,0.040605,24.838913,8.355028,6.051172,2.258779,1.869298,1.571602,1.388229,1.317625,1.510401,1.444812,1.543520,1.480136,1.223311,1.425545,1.087737,1.055677,1.027904,1.195368,0.941386,1.126871,0.958650,0.724790,0.694447,0.644526,0.668805,0.666764,music
27.667743,-6.533640,-0.728008,2.745198,-0.071056,-1.219027,0.490796,-1.179388,-0.495390,1.668972,-0.337605,1.573004,-0.204149,0.329601,0.556788,0.234730,-0.390410,-0.783288,-0.995487,0.360508,0.624864,0.221734,-0.051213,-0.113134,-0.162433,0.756557,23.208176,2.852617,5.370500,2.461665,1.827260,1.453487,1.390305,1.389943,1.272933,1.242453,1.413544,1.685438,1.245816,1.155605,1.046473,1.051097,1.375316,1.354677,1.250593,0.937793,1.311963,1.147873,0.876342,0.823932,0.905389,1.025437,music
26.299881,-5.132529,-1.807876,1.168931,-1.858899,-0.855296,-0.902384,-1.041581,-1.130122,0.080240,-0.624085,1.386612,-0.041586,0.231785,0.635994,0.980990,0.259672,-0.143318,-0.689835,0.017846,-0.180875,0.139001,0.315593,0.447341,-0.530157,-0.057218,13.203933,3.890761,5.284155,2.476547,1.557747,1.566952,1.540687,1.324690,1.352774,1.424048,1.241156,1.124336,1.104763,1.165144,1.887659,1.713130,1.226937,1.280515,1.976341,1.852842,1.245277,1.163807,1.230606,0.899048,1.053389,1.132441,music
6.106591,-2.470475,-3.921447,-1.406847,-0.662155,0.812500,-0.675635,0.179539,-1.555724,0.389783,-1.341646,0.853654,0.622595,0.322103,-0.195400,-0.250257,0.074346,-1.911481,0.384565,-0.641976,0.007447,-0.498040,0.181904,0.279089,0.754947,0.282475,11.252909,5.897763,3.709536,2.019618,1.706151,1.623111,1.516865,1.338057,2.018614,1.711822,1.305523,1.208357,1.179135,1.166994,1.183985,1.053999,1.207158,1.341290,1.123240,1.037708,0.981629,0.942557,0.823508,0.740911,0.716307,0.785229,music
-5.164162,-3.218443,-4.302058,-3.465437,-0.705064,-1.531877,-2.987477,-1.729427,-1.856450,-0.946876,-0.391384,0.196229,-0.288681,0.679495,0.543915,0.221739,-0.032140,0.301302,-0.025894,-0.358136,-0.288882,-0.270991,-0.321783,-0.283181,-0.177005,-0.099485,24.459019,4.720266,4.846842,2.668350,1.932692,1.483621,1.945494,1.475611,1.182779,1.211733,0.955590,0.896092,1.281076,1.236009,1.100937,1.012570,1.312947,1.576220,1.380610,1.026165,1.144551,1.071369,0.866633,0.636360,0.614270,0.773815,music
27.790942,-6.322875,0.423439,-0.794422,-2.303919,-1.580764,-0.960390,-0.036348,-0.026167,0.217324,-0.516584,0.301580,-0.032178,0.655718,0.129580,0.281847,-0.130222,-0.063672,-0.156731,-0.083951,-0.280878,-0.283527,-0.231289,-0.045873,-0.148397,-0.106208,11.700936,3.414635,1.740884,1.459065,1.410625,1.134744,0.995601,0.954861,1.017031,1.017500,0.912535,0.755571,0.946909,0.930849,0.879364,0.742457,0.693633,0.606570,0.633610,0.512419,0.538865,0.587285,0.523971,0.555738,0.500559,0.430461,music
39.673018,-14.357515,2.970596,1.458573,-0.532964,1.730832,0.039664,1.082615,0.321296,1.976848,1.225423,1.355091,0.813219,0.686583,0.155715,-0.166795,-0.795175,-0.893368,0.013916,0.551673,-0.304953,-0.063194,-0.302070,-0.613487,0.271656,-0.428581,11.522909,4.830534,4.014753,2.981629,2.371311,2.294302,1.906357,1.542882,1.437963,1.504213,1.416711,1.210512,1.100086,1.193461,1.108906,1.233267,1.304376,1.197603,1.104669,1.114908,0.889073,0.865697,0.710833,0.740884,0.965112,0.754723,music
43.781629,-11.088803,-1.996932,-1.651298,2.527639,1.089539,-2.596977,0.080110,0.126937,0.678236,-0.679959,-1.380071,-0.410291,-0.379467,-0.669156,-0.209380,-0.441515,-0.179539,-0.372400,-0.036701,0.182858,-0.465801,0.110764,-0.302865,-0.384529,0.223346,11.108681,3.654664,1.979933,1.641911,1.626113,1.309809,1.372709,1.076110,1.126476,0.995567,0.924439,1.007581,1.071150,0.750857,0.737690,0.741295,0.702645,0.781969,0.660962,0.695925,0.637409,0.653244,0.788205,0.776441,0.816941,0.692853,music
16.263838,-0.102922,-8.500824,-2.429603,-2.209183,-5.900575,-1.011749,0.094459,-3.102916,-1.665998,0.552916,-0.789587,-0.331675,0.692596,0.398324,-0.395526,-0.267756,0.280199,-0.272499,0.263162,0.053598,0.287586,0.366536,0.102466,-0.214865,0.288895,11.790850,3.608277,4.041040,2.097069,2.194770,2.049496,2.211370,2.356718,1.640875,1.544297,1.867458,1.554161,1.236818,1.302750,1.486573,1.527615,1.474032,1.329649,1.356337,1.411184,1.350599,0.978781,0.988538,0.838708,0.969762,1.061609,music
14.618694,-8.776133,-7.548963,0.145755,2.529860,-2.385979,-2.526881,1.298714,1.512926,0.743155,0.415140,2.262699,1.479336,1.539042,2.045255,1.689027,0.784758,-0.117411,-0.397287,0.548714,0.388658,-0.137805,-0.221490,0.426548,0.141789,0.168523,9.030497,2.544109,4.290504,1.936207,2.561477,3.313646,2.272548,1.867643,1.469143,1.283105,1.101523,1.271059,1.324501,1.120200,1.027698,1.111220,0.873819,1.210447,0.989269,0.782586,0.653187,0.790502,0.693071,0.775186,0.638368,0.600367,music
30.033532,-1.625552,-5.757321,0.631568,-1.644625,0.491636,-0.064638,0.182264,-0.025339,-0.412450,-0.795015,-0.637231,-0.458755,-0.143904,-0.178892,0.470801,-0.031269,0.032944,-0.150745,0.112718,-0.168607,-0.146723,-0.151028,-0.141751,-0.279612,-0.144983,9.782228,4.476360,2.729345,2.690105,1.993087,1.327330,1.728243,1.134386,1.285590,1.152289,1.341778,1.070734,1.276120,1.145942,1.096002,1.224591,1.048412,0.958847,0.919997,0.838606,0.947252,0.837812,0.860077,0.764378,0.822682,0.847690,music
38.905285,-12.575978,-1.727126,-0.883509,-2.391762,-0.300020,0.561373,1.400949,0.844459,0.889782,0.281057,0.523964,0.157178,-0.005908,-0.320342,0.466530,0.055666,-0.346355,-0.347755,0.156762,-0.533717,-0.486568,-0.331235,0.032191,0.303762,-0.224860,8.879409,4.857675,2.624947,1.944494,1.604405,1.344666,1.484334,1.119576,1.048034,1.183020,1.011233,0.987474,1.227419,0.981659,0.995424,1.045849,0.637257,0.812573,0.584718,0.808066,0.734617,0.638263,0.671181,0.729660,0.550888,0.635946,music
36.801803,-12.850926,-4.445656,3.107407,3.085723,0.295863,-0.720431,0.243984,-0.636379,-0.893145,-0.067357,-0.340929,-0.803465,-0.129165,-0.114664,0.304425,0.377061,0.575663,-0.007973,0.455488,-0.199865,-0.071155,0.029103,-0.196224,-0.351815,-0.079612,12.355480,5.179876,3.148181,2.686303,2.357371,1.586451,1.578559,1.703315,1.342416,1.367042,1.143125,1.040595,1.018124,0.997888,0.897862,0.821610,0.916254,0.858242,0.815077,0.751769,0.729114,0.796451,0.691847,0.673420,0.799971,0.716814,music
27.049402,-9.039646,-1.540726,0.004191,-1.520620,-0.520929,-1.117833,-0.174807,-0.596537,-0.663406,0.170900,-0.656474,-0.786014,-0.636126,-1.148470,0.043267,-0.651912,-0.047550,-0.685353,-0.132291,-0.153042,0.071279,-0.250642,-0.323252,-0.376645,0.184907,8.754071,4.424412,3.007670,1.524835,1.574160,1.508132,1.100806,1.042409,0.997774,0.997977,0.988566,0.973476,1.001438,0.859947,0.706490,0.880624,0.708991,0.883658,0.707558,0.558844,0.608271,0.561630,0.617974,0.494419,0.541253,0.476230,music
33.088293,-12.251847,-8.738991,-1.198822,3.140184,2.133532,-1.483088,0.099927,-0.236289,-0.319141,-0.167751,-0.494704,-0.000905,-0.323932,0.361478,-0.225563,-0.189730,0.231757,-0.123097,0.116418,-0.112177,0.251505,-0.003341,-0.055367,-0.243247,0.130414,6.498082,3.569136,2.885322,1.832082,1.674981,1.653779,1.123074,1.246224,0.944066,0.982213,0.869323,0.815117,0.801811,0.702555,0.770521,0.725203,0.711899,0.723788,0.660979,0.723876,0.713689,0.652019,0.630569,0.625210,0.641897,0.537687,music
18.443747,-5.587653,-0.481327,-1.491176,-0.488334,-1.220721,-0.130829,0.159201,0.259820,-0.054772,-0.634321,0.039747,0.342380,0.498928,0.705299,1.200785,1.107170,0.416228,-0.747224,-0.835556,-0.751970,-0.021836,0.032709,0.248228,0.039353,0.066336,12.630360,4.579754,4.198719,1.787730,1.461760,1.787153,1.317110,1.345256,1.195172,1.555060,1.752263,1.265085,0.991378,0.979251,1.191380,1.167657,1.139900,1.111044,1.255199,1.206984,0.896816,1.011947,1.203285,0.799398,0.991872,0.743017,music
28.901140,-11.951613,-1.853742,2.024896,0.132179,-0.315127,0.278143,0.943486,0.117697,0.465942,1.337175,0.496168,-0.276147,-0.449917,-0.147713,-0.242866,-0.554088,-1.153471,-0.878760,-0.218776,-0.512737,0.045969,0.263535,-0.121135,0.027284,-0.338712,9.291668,3.452350,2.718289,1.884668,1.534422,1.400921,1.288370,1.392863,1.661876,1.339933,1.237042,1.367752,1.362581,1.122553,1.408114,1.481512,1.155397,1.189024,1.180024,1.127585,1.005568,0.856740,0.827846,0.697694,0.955925,0.979525,music
38.092621,-7.932344,-5.011522,-1.532325,1.749982,-0.117453,-1.591859,0.051231,0.323391,0.542934,0.119878,0.187610,0.321367,0.003419,-0.246180,-0.098295,-0.104000,-0.627834,-0.863334,-0.519623,-0.799328,-0.419830,-0.192119,0.195363,0.025993,-0.061745,9.808055,3.712652,2.469591,1.421368,1.681373,1.223802,1.481544,1.093751,0.951648,0.939080,1.017460,0.885008,0.859270,0.829525,0.870551,0.932599,0.813921,0.657806,0.868061,0.756029,0.636858,0.596161,0.514446,0.461882,0.547138,0.557843,music
26.378396,-7.094794,-2.151565,-0.694095,-4.381592,-1.257483,-3.748233,-1.294466,-1.896657,-0.407301,-1.265452,-0.209743,-0.674876,-0.150159,0.193075,-0.184053,0.275753,0.355040,-0.919160,-0.226013,-0.463025,-0.702280,-0.304184,0.258024,0.170547,0.065559,13.210664,7.039464,4.190705,2.076408,1.924811,1.277155,1.238589,1.213026,1.296699,0.941465,1.023993,1.092510,1.174417,0.969978,1.150534,1.117902,0.986283,0.859470,0.864143,0.740277,0.918056,0.769363,0.817403,0.604468,0.762594,0.774024,music
13.402031,1.954310,-9.985703,-2.008984,-2.795908,-2.853179,-0.954808,-0.815169,-0.887170,-0.823835,-2.024595,-1.379496,-0.442708,0.800579,0.216284,-0.479040,-0.831949,-0.673709,-0.240693,0.003275,-0.181581,0.409515,0.179724,-0.042967,-0.265882,-0.326170,9.053157,3.426167,2.222081,1.897317,1.508278,1.513726,1.562590,1.278841,1.345854,1.408297,1.583811,1.843021,1.781065,1.525169,1.437002,1.267201,1.293686,1.165513,1.044947,1.023317,0.981267,1.111388,0.783083,0.784272,0.845391,0.779714,music
14.639827,-1.614809,-3.617952,-1.618171,-1.892256,-1.243235,-1.268928,-1.312575,-1.105471,0.299913,-0.088104,0.357909,0.107646,-0.245473,-0.486784,0.041924,-0.339881,0.101442,0.305158,-0.052378,-0.075656,0.259552,-0.207745,-0.014658,-0.041899,-0.293420,28.477607,6.468474,3.018891,1.393497,1.117972,1.203484,1.231362,1.353230,1.143955,1.261484,1.099990,0.988625,1.011599,1.092976,1.240751,1.022210,0.893238,0.925748,1.173278,0.672974,0.772738,0.788367,0.659329,0.536201,0.614862,0.759527,music
-16.781116,-10.105778,1.464032,0.721690,1.188534,-0.030847,-0.699954,-0.649693,-0.889615,0.376460,-0.158002,-0.072204,0.630305,0.253001,0.452626,0.611020,-0.138353,-0.150294,-0.057335,0.202138,-0.367345,0.008273,0.060479,-0.047641,-0.033183,0.063618,21.562987,7.573449,4.290877,3.205467,2.823787,2.372322,1.980440,1.692773,1.639853,1.277844,1.239597,1.204962,1.026616,0.985760,0.974251,0.960320,0.778287,0.734829,0.657432,0.626114,0.634863,0.604922,0.528432,0.503115,0.479952,0.456721,speech
10.047051,-8.644405,-2.805177,-0.928226,-1.038678,-2.880682,-1.211706,-0.801610,-2.204485,-0.028522,-0.193041,-0.961502,0.371876,-0.114114,-0.263577,0.376939,-0.543034,-0.484122,-0.418323,0.036044,-0.533952,-0.276579,-0.100359,-0.067565,-0.092805,-0.018760,19.959839,6.219890,4.009280,3.728178,3.235330,2.969837,2.118251,1.909864,2.024331,1.254439,1.325666,1.395167,1.457803,1.041384,1.229471,0.913634,0.848906,0.832143,0.748483,0.726161,0.755734,0.653317,0.629718,0.598775,0.550021,0.489023,speech
11.051328,-12.957134,-4.348774,-0.810521,0.802158,-1.345739,-1.956528,-0.373476,-0.206853,2.165076,-0.143546,0.232803,1.397373,0.399626,0.723192,1.036949,0.182114,0.658068,0.154432,-0.099112,-0.008154,0.236348,-0.301848,0.281085,0.018616,-0.011073,13.217891,7.269470,5.632815,3.810639,2.305995,3.316055,2.714445,1.980809,1.836511,1.653243,1.415230,1.192234,1.322392,1.242093,1.037631,0.917862,0.911118,0.835898,0.785474,0.859034,0.791035,0.788809,0.877258,0.819470,0.748696,0.572173,speech
3.964105,-14.360611,-3.141114,-2.065057,-1.906207,-1.191544,-2.902481,-2.206850,-0.582324,-0.297835,-1.007266,0.110052,-0.527711,0.174847,0.114057,0.194987,-0.124534,0.004472,-0.366947,-0.287354,-0.389185,-0.132486,-0.403774,-0.175000,-0.321807,-0.048911,11.257262,5.176074,3.528371,2.879287,2.161302,2.164700,2.221114,1.465326,1.398418,1.149581,1.017533,1.181186,1.031117,0.880100,0.855881,0.970494,0.772836,0.823485,0.742193,0.712353,0.642886,0.636646,0.650043,0.580042,0.536383,0.470458,speech
8.136595,-14.260117,-2.479716,-1.144825,0.339504,-1.434889,-2.387374,-0.645680,-1.017093,-0.100026,-0.208719,0.267876,-0.156983,0.231481,0.634243,0.955407,0.215011,0.560751,0.221045,0.153877,0.109002,0.206570,-0.132199,0.010849,-0.066267,0.000927,16.514029,7.017131,3.711904,2.575351,2.377111,3.054961,2.446847,1.546758,1.489704,1.408897,1.448534,1.110346,0.963980,1.111420,1.131438,0.874284,0.758426,0.770824,0.705721,0.638581,0.615068,0.539817,0.496746,0.476107,0.462499,0.435959,speech
-15.754854,-4.979893,-7.900599,-1.637953,2.210201,-2.203810,-3.014118,1.213571,-0.562061,-0.980539,0.244421,-0.612562,-0.672531,0.529191,-0.222764,-0.039899,0.057262,-0.200411,-0.223290,0.135429,-0.085984,-0.153574,0.178730,-0.031759,-0.162992,0.156506,22.829981,8.633470,5.278886,3.989112,3.612850,3.177995,2.858132,2.000054,2.013170,2.071244,1.530205,1.447715,1.399272,1.426296,1.145056,1.149532,1.211650,1.143668,1.096904,1.147409,1.088681,1.042488,0.958889,0.930608,0.861355,0.648597,speech
7.281013,-6.516727,-8.163025,-1.172783,2.689986,-1.068335,-2.021199,0.711287,-0.493928,-0.356878,0.494090,0.484191,0.011814,0.483079,0.192347,0.601464,0.149054,-0.437747,-0.215686,0.167762,-0.309044,-0.156093,0.106567,-0.089941,-0.092023,0.142770,26.579127,6.680911,6.313237,3.804231,3.901990,3.289243,2.959489,2.339328,1.985474,1.930399,1.892592,1.496704,1.403852,1.206468,1.250379,1.081088,1.076573,1.056334,0.956965,0.927043,0.850563,0.878203,0.890613,0.935341,0.816685,0.637366,speech
13.046857,-10.162662,-3.155919,-2.498623,0.701032,-1.673631,-1.687207,0.210142,-0.912242,0.845358,1.279123,0.917494,0.424735,0.630377,0.559357,1.202837,-0.217430,-0.114401,0.284201,0.339573,-0.105369,0.269731,0.277105,0.291369,-0.002537,0.317001,17.133003,6.958891,4.462773,2.689042,2.656347,3.595951,2.150544,1.826524,1.819809,1.663823,1.760331,1.258866,1.259188,1.217517,1.176116,0.851907,0.913919,0.943281,0.749931,0.612608,0.563976,0.507579,0.535587,0.471211,0.488669,0.508174,speech
14.753126,-14.861329,-4.006360,-2.592437,-0.820600,-2.597420,-1.838767,-0.638431,-1.432337,0.576021,-0.535571,-0.192440,-0.333865,0.165447,0.326165,0.664481,-0.275702,0.045305,0.040012,-0.200955,-0.210932,0.110985,-0.137460,-0.006473,-0.153094,0.089000,24.405526,7.112833,4.321927,3.501461,3.067456,3.565046,2.247385,2.008190,1.966284,1.577802,1.881244,1.198624,1.388005,1.183810,1.066961,0.954151,0.943662,0.964927,0.786187,0.748031,0.664707,0.699178,0.578155,0.489987,0.509105,0.460143,speech
24.104597,-14.573047,-10.516228,-2.400871,-0.866546,-4.289934,-3.835664,-2.456708,-0.681323,0.361906,-0.684921,0.902173,0.951050,0.283609,1.663137,0.203242,0.212716,-0.718420,0.174375,0.060273,-0.011445,0.319424,0.269426,0.334974,0.313169,0.178672,13.886571,3.864509,3.857204,2.336449,2.463514,3.031065,2.351965,1.871708,1.813893,1.557929,1.228384,1.173473,1.264726,1.139896,1.215452,1.144309,0.971376,0.958211,0.984619,0.807990,0.771775,0.856031,0.866025,0.781827,0.794989,0.613149,speech
25.868654,-15.385214,-10.691507,-2.372681,-0.168212,-4.869534,-4.358042,-2.136156,-1.208128,0.264708,-0.672172,1.131959,1.176393,0.102098,1.999859,0.309302,0.512325,-0.887462,0.257650,-0.194928,-0.198429,0.115396,0.150530,0.185882,0.394658,0.049128,10.399777,4.276691,3.041349,2.598116,2.169577,2.399172,2.309898,1.910729,1.408375,1.386705,1.216583,1.157628,1.272959,1.079374,1.011472,1.058075,0.966749,0.808210,0.853796,0.799001,0.760482,0.696036,0.698257,0.688320,0.623502,0.518476,speech
-1.178108,-14.475987,-0.959773,-1.678172,-1.746012,-1.222082,-2.186700,-1.300582,-1.492499,-0.182069,-0.703878,-0.367584,-0.190945,0.168675,0.077229,0.836608,0.012975,-0.098497,-0.284196,0.077005,-0.086505,0.057340,-0.000072,0.067905,-0.114261,0.249610,11.011980,4.319307,2.708345,2.257723,2.064188,1.958981,1.651148,1.441284,1.211463,1.101683,1.074271,1.050686,0.946866,0.947272,0.893381,0.794131,0.785570,0.786883,0.646566,0.588281,0.604085,0.553434,0.477259,0.451585,0.441859,0.408087,speech
12.914409,-15.456212,-2.346707,-1.009267,-2.769554,-1.575807,-4.552807,-1.221315,-0.685075,-0.290680,-0.118316,-0.715532,-0.480743,0.132213,0.686172,0.276020,-0.430456,0.238599,0.095136,-0.263364,-0.226463,0.272709,0.086350,0.042912,0.031968,0.003270,13.660080,7.489443,4.730175,3.623094,2.832416,2.686343,2.644432,1.921108,1.523545,1.492507,1.342356,1.243608,1.261785,1.197572,0.977107,0.960306,1.076944,1.007036,0.983765,0.978737,0.967004,0.995446,0.913325,0.939925,0.895660,0.607770,speech
7.112793,-14.065723,-2.797828,-1.516427,-1.824176,-1.618579,-3.298152,-1.300640,-0.506872,-0.265796,-0.342978,-0.292992,-0.677606,-0.116070,0.793390,0.252536,-0.442073,0.583696,0.028722,-0.226476,-0.184753,0.352784,0.107360,0.108205,0.081173,0.053705,12.760879,6.139699,3.730195,3.217500,2.272227,2.544496,2.503893,1.613518,1.485604,1.384753,1.304435,1.044284,1.137149,1.262286,0.877934,0.897647,0.872255,0.894118,0.844525,0.937376,0.956311,0.890348,0.807824,0.905753,0.852548,0.544185,speech
3.324589,-11.073689,-3.905141,3.323459,0.350962,-1.381832,-0.199416,-0.140726,0.217448,0.187287,0.076462,0.046381,-0.039230,-0.103541,-1.208845,0.302956,-0.806791,-1.252113,-0.098374,0.024549,-0.432799,-0.130840,0.094593,-0.149711,0.073098,-0.126550,24.003806,7.856521,5.299128,3.776836,3.438909,3.289879,3.053375,2.834513,2.105220,2.104904,1.909385,1.425533,1.714606,1.404239,1.392641,1.367996,1.182425,1.138781,1.029764,0.976548,1.020687,0.888387,0.888241,0.850254,0.762879,0.660897,speech
25.575813,-13.842686,-3.817036,3.228667,1.158923,-0.210695,-0.838975,-0.872885,-0.362352,0.083264,0.244184,0.020145,-0.177527,0.018096,-1.097734,0.207150,-0.734980,-0.957129,-0.329606,-0.148507,-0.404917,-0.294553,-0.053418,-0.126825,-0.007073,-0.121957,20.867673,8.672898,4.952179,3.794245,3.791275,3.019105,2.621984,2.926041,2.273485,1.990453,1.720429,1.576881,1.544875,1.318390,1.276014,1.151704,1.128600,1.113440,1.006251,0.963633,0.931862,0.905707,0.867558,0.769109,0.744265,0.577361,speech
19.204637,-11.595722,-5.210598,2.260971,0.232627,-1.056417,-0.887663,-0.776923,-0.505908,-0.081405,-0.057902,0.179854,-0.256364,0.014599,-0.470562,0.687802,-0.447331,-0.626642,0.115295,-0.111209,-0.295739,-0.127867,0.017654,-0.095673,0.057995,-0.091255,21.054094,8.882668,5.775640,4.025664,3.541404,3.537001,2.968215,2.854126,2.316231,2.301151,1.948837,1.675140,1.944477,1.833863,1.613430,1.780409,1.629714,1.406589,1.458704,1.523823,1.344864,1.173189,0.939314,0.905217,0.933566,0.816634,speech
-15.596175,-13.815871,-0.659104,1.551988,2.440992,-0.885541,-3.500005,2.125919,-1.220998,-0.006230,0.666828,0.414267,-0.671863,0.351295,-0.271194,0.049020,-0.589005,-0.526183,-0.715968,-0.185460,-0.181876,-0.393245,-0.083905,0.003279,-0.138214,-0.003342,25.216063,10.581275,5.121565,4.064418,3.884064,3.558953,3.471491,2.420081,2.684215,2.251970,1.910615,1.615647,1.510665,1.713326,1.425029,1.208111,1.138425,0.948300,0.971699,0.884848,0.803186,0.844131,0.826649,0.825291,0.693731,0.578614,speech
5.718831,-14.594912,-3.352625,-3.367677,-1.358022,-2.122946,-2.547688,-1.294800,-1.690472,0.008924,-0.455641,0.037799,-0.084526,0.424414,0.101548,0.724144,0.071733,0.086152,0.011332,0.198767,-0.240600,-0.027575,-0.086380,0.019091,-0.193183,0.045107,15.141506,5.272448,3.802010,2.174559,2.246183,2.645440,1.930603,1.477562,1.750873,1.357553,1.325989,1.121215,1.138553,1.117465,1.215976,0.857705,0.856502,0.924527,0.740039,0.647427,0.628956,0.549130,0.568689,0.571863,0.512749,0.419810,speech
-3.862790,-14.396618,-1.176096,-2.780031,-1.615702,-0.785691,-1.381312,-0.621308,-0.897946,-0.621604,-0.927522,0.298141,0.024550,-0.064943,0.249506,0.998242,0.062938,0.035654,-0.095097,0.210441,-0.113257,0.087401,-0.116062,0.148223,-0.140077,0.098803,9.726631,3.845896,2.396182,1.557098,1.505161,1.636622,1.561608,1.325020,1.139222,1.045326,0.934604,1.042178,0.841579,0.929251,0.811905,0.759338,0.621955,0.662129,0.551643,0.566159,0.457167,0.442567,0.424676,0.386608,0.409164,0.381753,speech
0.218732,-4.346811,-6.886118,0.130641,2.368549,-3.695518,-3.628480,1.803248,-0.254295,-0.498560,0.928213,0.363625,-0.100069,1.037983,0.085982,0.026234,0.132690,-0.287030,-0.461389,0.234484,-0.016924,-0.164550,0.277862,0.207226,-0.027649,0.173197,20.273500,6.133252,5.705325,4.098118,4.041360,3.658242,3.199324,2.265640,1.971479,1.959203,1.400859,1.208238,1.142149,1.098125,0.929439,0.896434,0.881834,0.838182,0.849886,0.902928,0.862214,0.957951,1.039596,1.065284,1.011141,0.693822,speech
-18.309259,-7.888240,-2.916255,-0.130732,0.914826,-4.221067,-0.824962,-1.067928,-1.210468,-0.878535,-0.649369,-0.182266,-1.030872,-0.527496,-0.071405,0.459613,-0.606210,-0.398562,-0.293046,-0.468366,-0.335495,0.020586,-0.006143,-0.194851,-0.032392,-0.139776,25.452501,10.384439,6.022279,3.768276,3.072433,3.336519,2.362442,2.336418,2.332296,2.035202,1.498425,1.375647,1.306678,1.339170,1.321200,1.195171,1.104122,0.957357,0.909712,0.865426,0.793797,0.759692,0.670587,0.605389,0.550718,0.426370,speech
